name,brand,category,price,mrp,discount_pct,rating,reviews,in_stock,delivery_info,seller_count,source,scrape_day,timestamp
"REDMI A7 Pro 5G (Black, 4GB RAM, 64GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",REDMI,smartphones,11999.0,15999.0,25.0,3.6,285.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:02.915926
"vivo X300 FE 5G (Noir Black, 12GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers",vivo,smartphones,89999.0,129999.0,31.0,3.0,2.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:03.373352
"Samsung Galaxy M07 Mobile (Black, 4GB RAM, 64GB Storage) | MediaTek Helio G99 | AnTuTu 624K | IP54| 50MP Camera | 7.6mm Slim | 5000mAh Battery | 25W Fast Charging | 6 Gen OS Upgrades | Without Charger",Samsung,smartphones,9999.0,10999.0,9.0,4.2,1375.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:03.818705
"SAMSUNG Galaxy F07 (Green, 64 GB) (4 GB RAM)",SAMSUNG,smartphones,9489.0,9999.0,5.0,3.7,95.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:04.181041
"realme C71 4G Smartphone 6GB+128GB,6.745 inch Screen, 90Hz Eye Comfort Display, 6300mAh Battery, 37MP Cameras, Unisoc T7250 Chip, IP54, Sea Blue",realme,smartphones,13399.0,13399.0,,4.1,320.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:04.499581
"Samsung Galaxy M06 5G Mobile (Sage Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6300 | AnTuTu 623K+ | 12 5G Bands | 25W Fast Charging | 4 Gen OS Upgrades | 50MP Camera | Without Charger",Samsung,smartphones,13999.0,13999.0,,4.0,2797.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:04.800646
"Samsung Galaxy F06 5G, Bahama Blue (4GB, 128GB)",Samsung,smartphones,11889.0,13999.0,15.0,4.1,761.0,1,"FREE delivery Thu, 21 May",,amazon,2026-05-18,2026-05-18T22:11:05.114811
"Samsung Galaxy A07 LTE (Green, 4GB RAM, 64GB Storage) | 50MP Dual Camera | 6.7 Inch HD+ Display | 90Hz Refresh Rate | MediaTek Helio G99 (6nm) | IP54 | 6 Gen OS Upgrade and Security Update",Samsung,smartphones,9899.0,12999.0,24.0,4.6,3.0,1,"FREE delivery Fri, 22 May",,amazon,2026-05-18,2026-05-18T22:11:05.511965
"Samsung Galaxy M17 5G Mobile (Moonlight Silver, 6GB RAM, 128GB Storage) | 50MP OIS Triple Camera | Gorilla Glass Victus| IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Lag-free Gaming | Without Charger",Samsung,smartphones,16499.0,17999.0,8.0,4.1,2480.0,1,"FREE delivery Wed, 20 May",,amazon,2026-05-18,2026-05-18T22:11:05.810283
"realme NARZO 80 Pro 5G (Speed Silver,8GB+256GB) | Segment's 1st MediaTek Dimensity 7400 Chipset | 6000mAh Titan Battery + 80W Ultra Charge | 4500nits HyperGlow Esports Display | IP69 Waterproof",realme,smartphones,21999.0,25999.0,15.0,4.3,2631.0,1,"FREE delivery Wed, 20 May",,amazon,2026-05-18,2026-05-18T22:11:06.191210
