name,brand,category,price,mrp,discount_pct,rating,reviews,in_stock,delivery_info,seller_count,source,scrape_day,timestamp
"REDMI A7 Pro 5G (Black, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",REDMI,smartphones,15999.0,16999.0,6.0,3.6,475.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:05.305928
"REDMI Note 15 5G (Glacier Blue, 8GB RAM 256GB Storage) | 108MP OIS Camera | Snapdragon 6 Gen 3 | 17.2cm Tough Curved AMOLED Screen | 5520mAh Battery | 45W Fast Charging",REDMI,smartphones,27999.0,28999.0,3.0,4.2,770.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:07.552551
"Samsung Galaxy M07 Mobile (Black, 4GB RAM, 64GB Storage) | MediaTek Helio G99 | AnTuTu 624K | IP54| 50MP Camera | 7.6mm Slim | 5000mAh Battery | 25W Fast Charging | 6 Gen OS Upgrades | Without Charger",Samsung,smartphones,9499.0,10999.0,14.0,4.2,1463.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:08.017269
"realme C71 4G Smartphone 6GB+128GB,6.745 inch Screen, 90Hz Eye Comfort Display, 6300mAh Battery, 37MP Cameras, Unisoc T7250 Chip, IP54, Sea Blue",realme,smartphones,,,,3.8,299.0,0,,,amazon,2026-05-29,2026-05-29T21:48:08.384383
"Samsung Galaxy M06 5G Mobile (Sage Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6300 | AnTuTu 623K+ | 12 5G Bands | 25W Fast Charging | 4 Gen OS Upgrades | 50MP Camera | Without Charger",Samsung,smartphones,11999.0,13999.0,14.0,4.0,2835.0,1,"FREE delivery Wed, 3 Jun",,amazon,2026-05-29,2026-05-29T21:48:08.802070
"Samsung Galaxy M17 5G Mobile (Moonlight Silver, 4GB RAM, 128GB Storage) | 50MP OIS Triple Camera | Gorilla Glass Victus| IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Lag-free Gaming | Without Charger",Samsung,smartphones,13999.0,16499.0,15.0,4.0,2746.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:09.150548
"SAMSUNG Galaxy F07 (Green, 64 GB) (4 GB RAM)",SAMSUNG,smartphones,9946.0,11999.0,17.0,3.7,116.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:09.897472
"Pro 10 -Mini 4G Smartphone 4.5"" Display | 3GB RAM 32GB Storage (Up to 128GB) | Dual SIM | 2350mAh Battery | Type-C Charging | Android Phone for Travel, Kids & Backup Use | Color as per Stock",Pro,smartphones,4999.0,10990.0,55.0,2.5,2.0,1,"FREE delivery Wed, 3 Jun",,amazon,2026-05-29,2026-05-29T21:48:10.576154
"REDMI A7 Pro 5G (Mist Blue, 4GB RAM, 64GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",REDMI,smartphones,14999.0,15999.0,6.0,3.6,475.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:11.494239
"Samsung Galaxy M17e 5G Mobile (Vibe Violet, 4GB RAM, 128GB Storage) | Smoothest 120 Hz Refresh Rate| Monster 6000 mAh Battery | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Without Charger",Samsung,smartphones,12499.0,16999.0,26.0,3.8,206.0,1,"FREE delivery Wed, 3 Jun",,amazon,2026-05-29,2026-05-29T21:48:12.513142
"REDMI Note 15 Pro+ 5G (Coffee Mocha, 12GB + 256GB) | 200MasterPixel OIS Camera | Snapdragon 7s Gen 4 | CrystalRes AMOLED | IP69/69K | 6500mAh Si/C Battery | 100W HyperCharge",REDMI,smartphones,41999.0,41999.0,,4.2,250.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:13.206053
"Apple iPhone 17 Pro 256 GB: 15.93 cm (6.3″) Display with Promotion up to 120Hz, A19 Pro Chip, Breakthrough Battery Life, Pro Fusion Camera System with Center Stage Front Camera; Cosmic Orange",Apple,smartphones,134900.0,134900.0,,4.6,440.0,1,"FREE delivery Tue, 2 Jun",,amazon,2026-05-29,2026-05-29T21:48:13.810587
"Mi Redmi 8 Ruby Red, 4GB RAM, 64GB Storage Smartphone",Mi,smartphones,9999.0,10999.0,9.0,4.0,221.0,1,"FREE delivery Wed, 3 Jun",,amazon,2026-05-29,2026-05-29T21:48:14.779426
"POCO C85x 5G Smartphone, Elite Black, 6.9 Inch Display, 32MP Dual AI Camera, 6300mAh Battery, 64GB Storage, 4GB RAM, Android 16",POCO,smartphones,12719.0,13499.0,6.0,3.6,12.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:15.472499
"REDMI A7 Pro 4G (Black, 4GB RAM, 64GB Storage) | Segment's Slimmest Smartphone | Segment's Largest 6300mAh Battery | Segment's Largest 17.53cm and Smoothest 120Hz Display | Charger in the Box",REDMI,smartphones,11499.0,15999.0,28.0,2.8,9.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:17.719315
"realme NARZO 90 5G (Carbon Black,8GB+128GB) | 7000mAh Biggest Battery | 60W Fastest Charging | 50MP Front & Rear AI Cameras | 4000nits Brightest Display | AI Assist | IP69 Dust & Water Resistance",realme,smartphones,19999.0,19999.0,,4.2,924.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:18.674220
"Samsung Galaxy F06 5G, Bahama Blue (4GB, 128GB)",Samsung,smartphones,12790.0,13999.0,9.0,4.0,806.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:19.357183
"iQOO Z10R 5G (Aquamarine, 8GB RAM, 128GB Storage) | 32MP 4K Selfie Camera | Quad-Curved AMOLED Display | Dimensity 7400 Processor with 750K+ AnTuTu",iQOO,smartphones,22999.0,23499.0,2.0,4.4,4367.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:20.447638
"realme P4x 5G Smartphone, Lake Green, 6GB RAM, 128GB Storage",realme,smartphones,17949.0,17949.0,,4.0,69.0,1,"FREE delivery Sun, 31 May",,amazon,2026-05-29,2026-05-29T21:48:23.327014
